2 100000 0.5 gpomdp sample_hoeffding 30000000

1 2 0 1.65111539334e-05 -56.6666666667 -14.129270545
2 334 1.10854010134e-06 1.85007492535e-05 -56.6676976302 -12.364037509
3 264 0.000175456775021 1.78838650938e-05 -56.8303744439 -12.1240959823
4 222 0.000343038408849 1.39084318997e-05 -56.9877360301 -12.0494370151
5 280 0.000471746320392 1.65527857588e-05 -57.1092649061 -12.1077845559
6 270 0.00061662258147 1.55782666138e-05 -57.246762707 -12.1900847623
7 287 0.000752319980687 1.79409017241e-05 -57.3762290116 -12.2390216195
8 240 0.000915511490443 1.50857573843e-05 -57.5328052127 -12.2572752407
9 268 0.0010640229631 2.26243622221e-05 -57.6761370436 -11.9277527985
10 139 0.00127326528276 4.4797558822e-06 -57.8794543046 -12.6447966576
11 522 0.00131306128685 1.83498149331e-05 -57.9183065229 -11.9785390102
12 419 0.0014870811263 1.83873335057e-05 -58.0888923518 -12.0835630029
13 335 0.00166693719868 1.3629954353e-05 -58.2663935141 -12.2633280707
14 435 0.00179554797251 1.91676285616e-05 -58.3940716253 -12.2492032665
15 321 0.00196854478933 1.87078058024e-05 -58.5668111116 -11.9274428018
16 249 0.00214297988654 1.81111336219e-05 -58.7421556241 -12.4023793181
17 205 0.00231331487106 1.80181223435e-05 -58.9145226388 -12.0610958901
18 170 0.00247864316638 1.54546673758e-05 -59.0829149552 -11.7901363491
19 183 0.00265118782422 8.1421907251e-06 -59.2598155753 -12.0756473068
20 430 0.00272682794166 1.45414289422e-05 -59.3377412163 -12.1403155315
21 508 0.00287032727135 2.10011435894e-05 -59.4862110713 -12.1673903526
22 311 0.00308537800874 1.72261348934e-05 -59.7102799736 -11.9710736783
23 280 0.00325673419629 7.07515805765e-06 -59.890183587 -12.2677437956
24 746 0.0033204768467 2.28058453247e-05 -59.9574166846 -12.1204244889
25 378 0.00354222903183 1.73037371937e-05 -60.1926369559 -11.9303950227
26 337 0.00370051928979 1.28346152348e-05 -60.3618113395 -12.1278770127
27 475 0.00382009400546 1.6122124192e-05 -60.490316707 -12.3913266385
28 478 0.00396607889077 1.94016660854e-05 -60.648038554 -12.2670242206
29 345 0.0041479812311 1.84267466116e-05 -60.8458598732 -12.0569810773
30 275 0.00432379672684 1.25953106653e-05 -61.0384402886 -12.234245909
31 397 0.0044430686408 1.88195046205e-05 -61.1698643116 -12.1803490062
32 304 0.00461562942233 1.73188994793e-05 -61.3611316022 -11.9662590792
33 271 0.00478220242238 1.16473145037e-05 -61.5470357403 -12.414891012
34 432 0.00488831625056 1.87055369175e-05 -61.6661226385 -12.2566474919
35 334 0.00505713078076 1.88350254044e-05 -61.8566412476 -12.3322745329
36 255 0.00523349547329 1.24482977089e-05 -62.0570911742 -12.105851543
37 374 0.00533982429619 2.06703950701e-05 -62.1786436506 -11.9297758838
38 237 0.0055254359708 1.13434143316e-05 -62.3921096159 -11.7386063492
39 391 0.00563330271229 1.39565607661e-05 -62.516917191 -12.2121395318
40 490 0.00576452230276 1.96057539144e-05 -62.6694986014 -12.2700239938
41 346 0.00594454150855 1.59358061133e-05 -62.8801810452 -12.2339841798
42 355 0.00608831248668 1.56657561893e-05 -63.0495792291 -12.0140411085
43 374 0.00623414645443 1.73844415462e-05 -63.2224509409 -12.4692735248
44 331 0.00638939908152 1.50480884482e-05 -63.4076524749 -12.2636769535
45 371 0.00652481061125 1.6710367607e-05 -63.5701753641 -12.1128337991
46 352 0.006683042145 2.13123572615e-05 -63.7612667782 -12.1843904231
47 209 0.00688063423435 1.49097615368e-05 -64.0016962974 -12.3628600254
48 238 0.00702064143742 1.59717012359e-05 -64.1732819429 -12.1956651074
49 243 0.00718154887423 1.62664227593e-05 -64.3717503301 -12.0805361312
